audio_path,fig_path
D:\datasets\flickr_soundnet\Data\3\10205384645.wav,D:\datasets\flickr_soundnet\Data\3\10205384645.jpg
D:\datasets\flickr_soundnet\Data\3\10207676754.wav,D:\datasets\flickr_soundnet\Data\3\10207676754.jpg
D:\datasets\flickr_soundnet\Data\3\10238440385.wav,D:\datasets\flickr_soundnet\Data\3\10238440385.jpg
D:\datasets\flickr_soundnet\Data\3\10246013484.wav,D:\datasets\flickr_soundnet\Data\3\10246013484.jpg
D:\datasets\flickr_soundnet\Data\3\10251191005.wav,D:\datasets\flickr_soundnet\Data\3\10251191005.jpg
D:\datasets\flickr_soundnet\Data\3\10258339983.wav,D:\datasets\flickr_soundnet\Data\3\10258339983.jpg
D:\datasets\flickr_soundnet\Data\3\10260322574.wav,D:\datasets\flickr_soundnet\Data\3\10260322574.jpg
D:\datasets\flickr_soundnet\Data\3\10273157094.wav,D:\datasets\flickr_soundnet\Data\3\10273157094.jpg
D:\datasets\flickr_soundnet\Data\3\10273243696.wav,D:\datasets\flickr_soundnet\Data\3\10273243696.jpg
D:\datasets\flickr_soundnet\Data\3\10283938426.wav,D:\datasets\flickr_soundnet\Data\3\10283938426.jpg
D:\datasets\flickr_soundnet\Data\3\10284948443.wav,D:\datasets\flickr_soundnet\Data\3\10284948443.jpg
D:\datasets\flickr_soundnet\Data\3\10294323556.wav,D:\datasets\flickr_soundnet\Data\3\10294323556.jpg
D:\datasets\flickr_soundnet\Data\3\10299591063.wav,D:\datasets\flickr_soundnet\Data\3\10299591063.jpg
D:\datasets\flickr_soundnet\Data\3\10304554474.wav,D:\datasets\flickr_soundnet\Data\3\10304554474.jpg
D:\datasets\flickr_soundnet\Data\3\10304783186.wav,D:\datasets\flickr_soundnet\Data\3\10304783186.jpg
D:\datasets\flickr_soundnet\Data\3\10311905995.wav,D:\datasets\flickr_soundnet\Data\3\10311905995.jpg
D:\datasets\flickr_soundnet\Data\3\10328699413.wav,D:\datasets\flickr_soundnet\Data\3\10328699413.jpg
D:\datasets\flickr_soundnet\Data\3\10348210876.wav,D:\datasets\flickr_soundnet\Data\3\10348210876.jpg
D:\datasets\flickr_soundnet\Data\3\10367613443.wav,D:\datasets\flickr_soundnet\Data\3\10367613443.jpg
D:\datasets\flickr_soundnet\Data\3\10374533556.wav,D:\datasets\flickr_soundnet\Data\3\10374533556.jpg
D:\datasets\flickr_soundnet\Data\3\10374586986.wav,D:\datasets\flickr_soundnet\Data\3\10374586986.jpg
D:\datasets\flickr_soundnet\Data\3\10378374194.wav,D:\datasets\flickr_soundnet\Data\3\10378374194.jpg
D:\datasets\flickr_soundnet\Data\3\10396747834.wav,D:\datasets\flickr_soundnet\Data\3\10396747834.jpg
D:\datasets\flickr_soundnet\Data\3\10402854015.wav,D:\datasets\flickr_soundnet\Data\3\10402854015.jpg
D:\datasets\flickr_soundnet\Data\3\10403657975.wav,D:\datasets\flickr_soundnet\Data\3\10403657975.jpg
D:\datasets\flickr_soundnet\Data\3\10403810373.wav,D:\datasets\flickr_soundnet\Data\3\10403810373.jpg
D:\datasets\flickr_soundnet\Data\3\10407322036.wav,D:\datasets\flickr_soundnet\Data\3\10407322036.jpg
D:\datasets\flickr_soundnet\Data\3\10479584244.wav,D:\datasets\flickr_soundnet\Data\3\10479584244.jpg
D:\datasets\flickr_soundnet\Data\3\10509214753.wav,D:\datasets\flickr_soundnet\Data\3\10509214753.jpg
D:\datasets\flickr_soundnet\Data\3\10540226526.wav,D:\datasets\flickr_soundnet\Data\3\10540226526.jpg
D:\datasets\flickr_soundnet\Data\3\10541674206.wav,D:\datasets\flickr_soundnet\Data\3\10541674206.jpg
D:\datasets\flickr_soundnet\Data\3\10541957345.wav,D:\datasets\flickr_soundnet\Data\3\10541957345.jpg
D:\datasets\flickr_soundnet\Data\3\10564501684.wav,D:\datasets\flickr_soundnet\Data\3\10564501684.jpg
D:\datasets\flickr_soundnet\Data\3\10572431216.wav,D:\datasets\flickr_soundnet\Data\3\10572431216.jpg
D:\datasets\flickr_soundnet\Data\3\10591101405.wav,D:\datasets\flickr_soundnet\Data\3\10591101405.jpg
D:\datasets\flickr_soundnet\Data\3\10598430253.wav,D:\datasets\flickr_soundnet\Data\3\10598430253.jpg
D:\datasets\flickr_soundnet\Data\3\10600758645.wav,D:\datasets\flickr_soundnet\Data\3\10600758645.jpg
D:\datasets\flickr_soundnet\Data\3\10610974774.wav,D:\datasets\flickr_soundnet\Data\3\10610974774.jpg
D:\datasets\flickr_soundnet\Data\3\10613903173.wav,D:\datasets\flickr_soundnet\Data\3\10613903173.jpg
D:\datasets\flickr_soundnet\Data\3\10624261424.wav,D:\datasets\flickr_soundnet\Data\3\10624261424.jpg
D:\datasets\flickr_soundnet\Data\3\10640760475.wav,D:\datasets\flickr_soundnet\Data\3\10640760475.jpg
D:\datasets\flickr_soundnet\Data\3\10647454083.wav,D:\datasets\flickr_soundnet\Data\3\10647454083.jpg
D:\datasets\flickr_soundnet\Data\3\10647831414.wav,D:\datasets\flickr_soundnet\Data\3\10647831414.jpg
D:\datasets\flickr_soundnet\Data\3\10664784123.wav,D:\datasets\flickr_soundnet\Data\3\10664784123.jpg
D:\datasets\flickr_soundnet\Data\3\10678892115.wav,D:\datasets\flickr_soundnet\Data\3\10678892115.jpg
D:\datasets\flickr_soundnet\Data\3\10715691733.wav,D:\datasets\flickr_soundnet\Data\3\10715691733.jpg
D:\datasets\flickr_soundnet\Data\3\10737955175.wav,D:\datasets\flickr_soundnet\Data\3\10737955175.jpg
D:\datasets\flickr_soundnet\Data\3\10757665224.wav,D:\datasets\flickr_soundnet\Data\3\10757665224.jpg
D:\datasets\flickr_soundnet\Data\3\10776010755.wav,D:\datasets\flickr_soundnet\Data\3\10776010755.jpg
D:\datasets\flickr_soundnet\Data\3\10778674796.wav,D:\datasets\flickr_soundnet\Data\3\10778674796.jpg
D:\datasets\flickr_soundnet\Data\3\10779409356.wav,D:\datasets\flickr_soundnet\Data\3\10779409356.jpg
D:\datasets\flickr_soundnet\Data\3\10849828103.wav,D:\datasets\flickr_soundnet\Data\3\10849828103.jpg
D:\datasets\flickr_soundnet\Data\3\10850764525.wav,D:\datasets\flickr_soundnet\Data\3\10850764525.jpg
D:\datasets\flickr_soundnet\Data\3\10865685676.wav,D:\datasets\flickr_soundnet\Data\3\10865685676.jpg
D:\datasets\flickr_soundnet\Data\3\10874742575.wav,D:\datasets\flickr_soundnet\Data\3\10874742575.jpg
D:\datasets\flickr_soundnet\Data\3\10879349394.wav,D:\datasets\flickr_soundnet\Data\3\10879349394.jpg
D:\datasets\flickr_soundnet\Data\3\10880016154.wav,D:\datasets\flickr_soundnet\Data\3\10880016154.jpg
D:\datasets\flickr_soundnet\Data\3\10901905305.wav,D:\datasets\flickr_soundnet\Data\3\10901905305.jpg
D:\datasets\flickr_soundnet\Data\3\10913372886.wav,D:\datasets\flickr_soundnet\Data\3\10913372886.jpg
D:\datasets\flickr_soundnet\Data\3\10930170215.wav,D:\datasets\flickr_soundnet\Data\3\10930170215.jpg
D:\datasets\flickr_soundnet\Data\3\10933046134.wav,D:\datasets\flickr_soundnet\Data\3\10933046134.jpg
D:\datasets\flickr_soundnet\Data\3\10939270325.wav,D:\datasets\flickr_soundnet\Data\3\10939270325.jpg
D:\datasets\flickr_soundnet\Data\3\10952741273.wav,D:\datasets\flickr_soundnet\Data\3\10952741273.jpg
D:\datasets\flickr_soundnet\Data\3\10955762525.wav,D:\datasets\flickr_soundnet\Data\3\10955762525.jpg
D:\datasets\flickr_soundnet\Data\3\10978995644.wav,D:\datasets\flickr_soundnet\Data\3\10978995644.jpg
D:\datasets\flickr_soundnet\Data\3\10994567363.wav,D:\datasets\flickr_soundnet\Data\3\10994567363.jpg
D:\datasets\flickr_soundnet\Data\3\10995295793.wav,D:\datasets\flickr_soundnet\Data\3\10995295793.jpg
D:\datasets\flickr_soundnet\Data\3\11018334933.wav,D:\datasets\flickr_soundnet\Data\3\11018334933.jpg
D:\datasets\flickr_soundnet\Data\3\11031980513.wav,D:\datasets\flickr_soundnet\Data\3\11031980513.jpg
D:\datasets\flickr_soundnet\Data\3\11052360844.wav,D:\datasets\flickr_soundnet\Data\3\11052360844.jpg
D:\datasets\flickr_soundnet\Data\3\11127022065.wav,D:\datasets\flickr_soundnet\Data\3\11127022065.jpg
D:\datasets\flickr_soundnet\Data\3\11147323444.wav,D:\datasets\flickr_soundnet\Data\3\11147323444.jpg
D:\datasets\flickr_soundnet\Data\3\11155644323.wav,D:\datasets\flickr_soundnet\Data\3\11155644323.jpg
D:\datasets\flickr_soundnet\Data\3\11178358835.wav,D:\datasets\flickr_soundnet\Data\3\11178358835.jpg
D:\datasets\flickr_soundnet\Data\3\11187462323.wav,D:\datasets\flickr_soundnet\Data\3\11187462323.jpg
D:\datasets\flickr_soundnet\Data\3\11229657353.wav,D:\datasets\flickr_soundnet\Data\3\11229657353.jpg
D:\datasets\flickr_soundnet\Data\3\11277488713.wav,D:\datasets\flickr_soundnet\Data\3\11277488713.jpg
D:\datasets\flickr_soundnet\Data\3\11298802745.wav,D:\datasets\flickr_soundnet\Data\3\11298802745.jpg
D:\datasets\flickr_soundnet\Data\3\11319982033.wav,D:\datasets\flickr_soundnet\Data\3\11319982033.jpg
D:\datasets\flickr_soundnet\Data\3\11372881706.wav,D:\datasets\flickr_soundnet\Data\3\11372881706.jpg
D:\datasets\flickr_soundnet\Data\3\11536003894.wav,D:\datasets\flickr_soundnet\Data\3\11536003894.jpg
D:\datasets\flickr_soundnet\Data\3\11540341435.wav,D:\datasets\flickr_soundnet\Data\3\11540341435.jpg
D:\datasets\flickr_soundnet\Data\3\11594468593.wav,D:\datasets\flickr_soundnet\Data\3\11594468593.jpg
D:\datasets\flickr_soundnet\Data\3\11601548643.wav,D:\datasets\flickr_soundnet\Data\3\11601548643.jpg
D:\datasets\flickr_soundnet\Data\3\11618121114.wav,D:\datasets\flickr_soundnet\Data\3\11618121114.jpg
D:\datasets\flickr_soundnet\Data\3\11618399596.wav,D:\datasets\flickr_soundnet\Data\3\11618399596.jpg
D:\datasets\flickr_soundnet\Data\3\11677714766.wav,D:\datasets\flickr_soundnet\Data\3\11677714766.jpg
D:\datasets\flickr_soundnet\Data\3\11751170256.wav,D:\datasets\flickr_soundnet\Data\3\11751170256.jpg
D:\datasets\flickr_soundnet\Data\3\11767935653.wav,D:\datasets\flickr_soundnet\Data\3\11767935653.jpg
D:\datasets\flickr_soundnet\Data\3\11769442133.wav,D:\datasets\flickr_soundnet\Data\3\11769442133.jpg
D:\datasets\flickr_soundnet\Data\3\11776620696.wav,D:\datasets\flickr_soundnet\Data\3\11776620696.jpg
D:\datasets\flickr_soundnet\Data\3\11796544455.wav,D:\datasets\flickr_soundnet\Data\3\11796544455.jpg
D:\datasets\flickr_soundnet\Data\3\11819406245.wav,D:\datasets\flickr_soundnet\Data\3\11819406245.jpg
D:\datasets\flickr_soundnet\Data\3\11819452805.wav,D:\datasets\flickr_soundnet\Data\3\11819452805.jpg
D:\datasets\flickr_soundnet\Data\3\11819689993.wav,D:\datasets\flickr_soundnet\Data\3\11819689993.jpg
D:\datasets\flickr_soundnet\Data\3\11895846555.wav,D:\datasets\flickr_soundnet\Data\3\11895846555.jpg
D:\datasets\flickr_soundnet\Data\3\11956244013.wav,D:\datasets\flickr_soundnet\Data\3\11956244013.jpg
D:\datasets\flickr_soundnet\Data\3\11973536625.wav,D:\datasets\flickr_soundnet\Data\3\11973536625.jpg
D:\datasets\flickr_soundnet\Data\3\12015590114.wav,D:\datasets\flickr_soundnet\Data\3\12015590114.jpg
D:\datasets\flickr_soundnet\Data\3\12016637843.wav,D:\datasets\flickr_soundnet\Data\3\12016637843.jpg
D:\datasets\flickr_soundnet\Data\3\12066557153.wav,D:\datasets\flickr_soundnet\Data\3\12066557153.jpg
D:\datasets\flickr_soundnet\Data\3\12138168096.wav,D:\datasets\flickr_soundnet\Data\3\12138168096.jpg
D:\datasets\flickr_soundnet\Data\3\12139916103.wav,D:\datasets\flickr_soundnet\Data\3\12139916103.jpg
D:\datasets\flickr_soundnet\Data\3\12164539774.wav,D:\datasets\flickr_soundnet\Data\3\12164539774.jpg
D:\datasets\flickr_soundnet\Data\3\12245290084.wav,D:\datasets\flickr_soundnet\Data\3\12245290084.jpg
D:\datasets\flickr_soundnet\Data\3\12277507035.wav,D:\datasets\flickr_soundnet\Data\3\12277507035.jpg
D:\datasets\flickr_soundnet\Data\3\12279294096.wav,D:\datasets\flickr_soundnet\Data\3\12279294096.jpg
D:\datasets\flickr_soundnet\Data\3\12281760755.wav,D:\datasets\flickr_soundnet\Data\3\12281760755.jpg
D:\datasets\flickr_soundnet\Data\3\12344852984.wav,D:\datasets\flickr_soundnet\Data\3\12344852984.jpg
D:\datasets\flickr_soundnet\Data\3\12365410645.wav,D:\datasets\flickr_soundnet\Data\3\12365410645.jpg
D:\datasets\flickr_soundnet\Data\3\12378469274.wav,D:\datasets\flickr_soundnet\Data\3\12378469274.jpg
D:\datasets\flickr_soundnet\Data\3\12427556955.wav,D:\datasets\flickr_soundnet\Data\3\12427556955.jpg
D:\datasets\flickr_soundnet\Data\3\12452627214.wav,D:\datasets\flickr_soundnet\Data\3\12452627214.jpg
D:\datasets\flickr_soundnet\Data\3\12577606293.wav,D:\datasets\flickr_soundnet\Data\3\12577606293.jpg
D:\datasets\flickr_soundnet\Data\3\12577655693.wav,D:\datasets\flickr_soundnet\Data\3\12577655693.jpg
D:\datasets\flickr_soundnet\Data\3\12598610153.wav,D:\datasets\flickr_soundnet\Data\3\12598610153.jpg
D:\datasets\flickr_soundnet\Data\3\12626927203.wav,D:\datasets\flickr_soundnet\Data\3\12626927203.jpg
D:\datasets\flickr_soundnet\Data\3\12627126733.wav,D:\datasets\flickr_soundnet\Data\3\12627126733.jpg
D:\datasets\flickr_soundnet\Data\3\12628221694.wav,D:\datasets\flickr_soundnet\Data\3\12628221694.jpg
D:\datasets\flickr_soundnet\Data\3\12682577114.wav,D:\datasets\flickr_soundnet\Data\3\12682577114.jpg
D:\datasets\flickr_soundnet\Data\3\12685752854.wav,D:\datasets\flickr_soundnet\Data\3\12685752854.jpg
D:\datasets\flickr_soundnet\Data\3\12688080784.wav,D:\datasets\flickr_soundnet\Data\3\12688080784.jpg
D:\datasets\flickr_soundnet\Data\3\12729873904.wav,D:\datasets\flickr_soundnet\Data\3\12729873904.jpg
D:\datasets\flickr_soundnet\Data\3\12780985344.wav,D:\datasets\flickr_soundnet\Data\3\12780985344.jpg
D:\datasets\flickr_soundnet\Data\3\12804845954.wav,D:\datasets\flickr_soundnet\Data\3\12804845954.jpg
D:\datasets\flickr_soundnet\Data\3\12842155435.wav,D:\datasets\flickr_soundnet\Data\3\12842155435.jpg
D:\datasets\flickr_soundnet\Data\3\12884738303.wav,D:\datasets\flickr_soundnet\Data\3\12884738303.jpg
D:\datasets\flickr_soundnet\Data\3\12912625214.wav,D:\datasets\flickr_soundnet\Data\3\12912625214.jpg
D:\datasets\flickr_soundnet\Data\3\13075654085.wav,D:\datasets\flickr_soundnet\Data\3\13075654085.jpg
D:\datasets\flickr_soundnet\Data\3\13114945554.wav,D:\datasets\flickr_soundnet\Data\3\13114945554.jpg
D:\datasets\flickr_soundnet\Data\3\13116128955.wav,D:\datasets\flickr_soundnet\Data\3\13116128955.jpg
D:\datasets\flickr_soundnet\Data\3\13153991894.wav,D:\datasets\flickr_soundnet\Data\3\13153991894.jpg
D:\datasets\flickr_soundnet\Data\3\13159723185.wav,D:\datasets\flickr_soundnet\Data\3\13159723185.jpg
D:\datasets\flickr_soundnet\Data\3\13202593643.wav,D:\datasets\flickr_soundnet\Data\3\13202593643.jpg
D:\datasets\flickr_soundnet\Data\3\13211073084.wav,D:\datasets\flickr_soundnet\Data\3\13211073084.jpg
D:\datasets\flickr_soundnet\Data\3\13212500155.wav,D:\datasets\flickr_soundnet\Data\3\13212500155.jpg
D:\datasets\flickr_soundnet\Data\3\13304507784.wav,D:\datasets\flickr_soundnet\Data\3\13304507784.jpg
D:\datasets\flickr_soundnet\Data\3\13347382883.wav,D:\datasets\flickr_soundnet\Data\3\13347382883.jpg
D:\datasets\flickr_soundnet\Data\3\13347472975.wav,D:\datasets\flickr_soundnet\Data\3\13347472975.jpg
D:\datasets\flickr_soundnet\Data\3\13439422055.wav,D:\datasets\flickr_soundnet\Data\3\13439422055.jpg
D:\datasets\flickr_soundnet\Data\3\13446930944.wav,D:\datasets\flickr_soundnet\Data\3\13446930944.jpg
D:\datasets\flickr_soundnet\Data\3\13465187533.wav,D:\datasets\flickr_soundnet\Data\3\13465187533.jpg
D:\datasets\flickr_soundnet\Data\3\13489932535.wav,D:\datasets\flickr_soundnet\Data\3\13489932535.jpg
D:\datasets\flickr_soundnet\Data\3\13497706223.wav,D:\datasets\flickr_soundnet\Data\3\13497706223.jpg
D:\datasets\flickr_soundnet\Data\3\13536857664.wav,D:\datasets\flickr_soundnet\Data\3\13536857664.jpg
D:\datasets\flickr_soundnet\Data\3\13615990133.wav,D:\datasets\flickr_soundnet\Data\3\13615990133.jpg
D:\datasets\flickr_soundnet\Data\3\13660516085.wav,D:\datasets\flickr_soundnet\Data\3\13660516085.jpg
D:\datasets\flickr_soundnet\Data\3\13668321754.wav,D:\datasets\flickr_soundnet\Data\3\13668321754.jpg
D:\datasets\flickr_soundnet\Data\3\13674614713.wav,D:\datasets\flickr_soundnet\Data\3\13674614713.jpg
D:\datasets\flickr_soundnet\Data\3\13679327803.wav,D:\datasets\flickr_soundnet\Data\3\13679327803.jpg
D:\datasets\flickr_soundnet\Data\3\13693926105.wav,D:\datasets\flickr_soundnet\Data\3\13693926105.jpg
D:\datasets\flickr_soundnet\Data\3\13762334715.wav,D:\datasets\flickr_soundnet\Data\3\13762334715.jpg
D:\datasets\flickr_soundnet\Data\3\13891095872.wav,D:\datasets\flickr_soundnet\Data\3\13891095872.jpg
D:\datasets\flickr_soundnet\Data\3\13891733128.wav,D:\datasets\flickr_soundnet\Data\3\13891733128.jpg
D:\datasets\flickr_soundnet\Data\3\13894685204.wav,D:\datasets\flickr_soundnet\Data\3\13894685204.jpg
D:\datasets\flickr_soundnet\Data\3\13899255943.wav,D:\datasets\flickr_soundnet\Data\3\13899255943.jpg
D:\datasets\flickr_soundnet\Data\3\13931146172.wav,D:\datasets\flickr_soundnet\Data\3\13931146172.jpg
D:\datasets\flickr_soundnet\Data\3\13958377792.wav,D:\datasets\flickr_soundnet\Data\3\13958377792.jpg
D:\datasets\flickr_soundnet\Data\3\13961174103.wav,D:\datasets\flickr_soundnet\Data\3\13961174103.jpg
D:\datasets\flickr_soundnet\Data\3\14027972665.wav,D:\datasets\flickr_soundnet\Data\3\14027972665.jpg
D:\datasets\flickr_soundnet\Data\3\14111100793.wav,D:\datasets\flickr_soundnet\Data\3\14111100793.jpg
D:\datasets\flickr_soundnet\Data\3\14159507406.wav,D:\datasets\flickr_soundnet\Data\3\14159507406.jpg
D:\datasets\flickr_soundnet\Data\3\14196830528.wav,D:\datasets\flickr_soundnet\Data\3\14196830528.jpg
D:\datasets\flickr_soundnet\Data\3\14202823664.wav,D:\datasets\flickr_soundnet\Data\3\14202823664.jpg
D:\datasets\flickr_soundnet\Data\3\14203929291.wav,D:\datasets\flickr_soundnet\Data\3\14203929291.jpg
D:\datasets\flickr_soundnet\Data\3\14213227034.wav,D:\datasets\flickr_soundnet\Data\3\14213227034.jpg
D:\datasets\flickr_soundnet\Data\3\14298320416.wav,D:\datasets\flickr_soundnet\Data\3\14298320416.jpg
D:\datasets\flickr_soundnet\Data\3\14302071331.wav,D:\datasets\flickr_soundnet\Data\3\14302071331.jpg
D:\datasets\flickr_soundnet\Data\3\14333124295.wav,D:\datasets\flickr_soundnet\Data\3\14333124295.jpg
D:\datasets\flickr_soundnet\Data\3\14364482600.wav,D:\datasets\flickr_soundnet\Data\3\14364482600.jpg
D:\datasets\flickr_soundnet\Data\3\14367566063.wav,D:\datasets\flickr_soundnet\Data\3\14367566063.jpg
D:\datasets\flickr_soundnet\Data\3\14393268058.wav,D:\datasets\flickr_soundnet\Data\3\14393268058.jpg
D:\datasets\flickr_soundnet\Data\3\14410212039.wav,D:\datasets\flickr_soundnet\Data\3\14410212039.jpg
D:\datasets\flickr_soundnet\Data\3\14442850737.wav,D:\datasets\flickr_soundnet\Data\3\14442850737.jpg
D:\datasets\flickr_soundnet\Data\3\14444973256.wav,D:\datasets\flickr_soundnet\Data\3\14444973256.jpg
D:\datasets\flickr_soundnet\Data\3\14451190469.wav,D:\datasets\flickr_soundnet\Data\3\14451190469.jpg
D:\datasets\flickr_soundnet\Data\3\14465482868.wav,D:\datasets\flickr_soundnet\Data\3\14465482868.jpg
D:\datasets\flickr_soundnet\Data\3\14466622259.wav,D:\datasets\flickr_soundnet\Data\3\14466622259.jpg
D:\datasets\flickr_soundnet\Data\3\14487916161.wav,D:\datasets\flickr_soundnet\Data\3\14487916161.jpg
D:\datasets\flickr_soundnet\Data\3\14507561934.wav,D:\datasets\flickr_soundnet\Data\3\14507561934.jpg
D:\datasets\flickr_soundnet\Data\3\14573638419.wav,D:\datasets\flickr_soundnet\Data\3\14573638419.jpg
D:\datasets\flickr_soundnet\Data\3\14589440939.wav,D:\datasets\flickr_soundnet\Data\3\14589440939.jpg
D:\datasets\flickr_soundnet\Data\3\14591274015.wav,D:\datasets\flickr_soundnet\Data\3\14591274015.jpg
D:\datasets\flickr_soundnet\Data\3\14649102950.wav,D:\datasets\flickr_soundnet\Data\3\14649102950.jpg
D:\datasets\flickr_soundnet\Data\3\14660118723.wav,D:\datasets\flickr_soundnet\Data\3\14660118723.jpg
D:\datasets\flickr_soundnet\Data\3\14660721864.wav,D:\datasets\flickr_soundnet\Data\3\14660721864.jpg
D:\datasets\flickr_soundnet\Data\3\14689289323.wav,D:\datasets\flickr_soundnet\Data\3\14689289323.jpg
D:\datasets\flickr_soundnet\Data\3\14690162945.wav,D:\datasets\flickr_soundnet\Data\3\14690162945.jpg
D:\datasets\flickr_soundnet\Data\3\14697519656.wav,D:\datasets\flickr_soundnet\Data\3\14697519656.jpg
D:\datasets\flickr_soundnet\Data\3\14705576202.wav,D:\datasets\flickr_soundnet\Data\3\14705576202.jpg
D:\datasets\flickr_soundnet\Data\3\14717462404.wav,D:\datasets\flickr_soundnet\Data\3\14717462404.jpg
D:\datasets\flickr_soundnet\Data\3\14735405838.wav,D:\datasets\flickr_soundnet\Data\3\14735405838.jpg
D:\datasets\flickr_soundnet\Data\3\14759200799.wav,D:\datasets\flickr_soundnet\Data\3\14759200799.jpg
D:\datasets\flickr_soundnet\Data\3\14762428449.wav,D:\datasets\flickr_soundnet\Data\3\14762428449.jpg
D:\datasets\flickr_soundnet\Data\3\14813525406.wav,D:\datasets\flickr_soundnet\Data\3\14813525406.jpg
D:\datasets\flickr_soundnet\Data\3\14816279124.wav,D:\datasets\flickr_soundnet\Data\3\14816279124.jpg
D:\datasets\flickr_soundnet\Data\3\14852928020.wav,D:\datasets\flickr_soundnet\Data\3\14852928020.jpg
D:\datasets\flickr_soundnet\Data\3\14903086927.wav,D:\datasets\flickr_soundnet\Data\3\14903086927.jpg
D:\datasets\flickr_soundnet\Data\3\14904410635.wav,D:\datasets\flickr_soundnet\Data\3\14904410635.jpg
D:\datasets\flickr_soundnet\Data\3\14904653817.wav,D:\datasets\flickr_soundnet\Data\3\14904653817.jpg
D:\datasets\flickr_soundnet\Data\3\14936302378.wav,D:\datasets\flickr_soundnet\Data\3\14936302378.jpg
D:\datasets\flickr_soundnet\Data\3\15042242345.wav,D:\datasets\flickr_soundnet\Data\3\15042242345.jpg
D:\datasets\flickr_soundnet\Data\3\15052729363.wav,D:\datasets\flickr_soundnet\Data\3\15052729363.jpg
D:\datasets\flickr_soundnet\Data\3\15089102195.wav,D:\datasets\flickr_soundnet\Data\3\15089102195.jpg
D:\datasets\flickr_soundnet\Data\3\15131011045.wav,D:\datasets\flickr_soundnet\Data\3\15131011045.jpg
D:\datasets\flickr_soundnet\Data\3\15162499671.wav,D:\datasets\flickr_soundnet\Data\3\15162499671.jpg
D:\datasets\flickr_soundnet\Data\3\15175102251.wav,D:\datasets\flickr_soundnet\Data\3\15175102251.jpg
D:\datasets\flickr_soundnet\Data\3\15298766991.wav,D:\datasets\flickr_soundnet\Data\3\15298766991.jpg
D:\datasets\flickr_soundnet\Data\3\15340268066.wav,D:\datasets\flickr_soundnet\Data\3\15340268066.jpg
D:\datasets\flickr_soundnet\Data\3\15343646026.wav,D:\datasets\flickr_soundnet\Data\3\15343646026.jpg
D:\datasets\flickr_soundnet\Data\3\15352645721.wav,D:\datasets\flickr_soundnet\Data\3\15352645721.jpg
D:\datasets\flickr_soundnet\Data\3\15371598249.wav,D:\datasets\flickr_soundnet\Data\3\15371598249.jpg
D:\datasets\flickr_soundnet\Data\3\15433800488.wav,D:\datasets\flickr_soundnet\Data\3\15433800488.jpg
D:\datasets\flickr_soundnet\Data\3\15460048334.wav,D:\datasets\flickr_soundnet\Data\3\15460048334.jpg
D:\datasets\flickr_soundnet\Data\3\15514210241.wav,D:\datasets\flickr_soundnet\Data\3\15514210241.jpg
D:\datasets\flickr_soundnet\Data\3\15697960800.wav,D:\datasets\flickr_soundnet\Data\3\15697960800.jpg
D:\datasets\flickr_soundnet\Data\3\15719761940.wav,D:\datasets\flickr_soundnet\Data\3\15719761940.jpg
D:\datasets\flickr_soundnet\Data\3\15760467896.wav,D:\datasets\flickr_soundnet\Data\3\15760467896.jpg
D:\datasets\flickr_soundnet\Data\3\15830272761.wav,D:\datasets\flickr_soundnet\Data\3\15830272761.jpg
D:\datasets\flickr_soundnet\Data\3\15898675914.wav,D:\datasets\flickr_soundnet\Data\3\15898675914.jpg
D:\datasets\flickr_soundnet\Data\3\15994498891.wav,D:\datasets\flickr_soundnet\Data\3\15994498891.jpg
D:\datasets\flickr_soundnet\Data\3\16017420686.wav,D:\datasets\flickr_soundnet\Data\3\16017420686.jpg
D:\datasets\flickr_soundnet\Data\3\16037457288.wav,D:\datasets\flickr_soundnet\Data\3\16037457288.jpg
D:\datasets\flickr_soundnet\Data\3\16089456987.wav,D:\datasets\flickr_soundnet\Data\3\16089456987.jpg
D:\datasets\flickr_soundnet\Data\3\16089947944.wav,D:\datasets\flickr_soundnet\Data\3\16089947944.jpg
D:\datasets\flickr_soundnet\Data\3\16173589249.wav,D:\datasets\flickr_soundnet\Data\3\16173589249.jpg
D:\datasets\flickr_soundnet\Data\3\16194316263.wav,D:\datasets\flickr_soundnet\Data\3\16194316263.jpg
D:\datasets\flickr_soundnet\Data\3\16251309982.wav,D:\datasets\flickr_soundnet\Data\3\16251309982.jpg
D:\datasets\flickr_soundnet\Data\3\16257956881.wav,D:\datasets\flickr_soundnet\Data\3\16257956881.jpg
D:\datasets\flickr_soundnet\Data\3\16346377731.wav,D:\datasets\flickr_soundnet\Data\3\16346377731.jpg
D:\datasets\flickr_soundnet\Data\3\16347058627.wav,D:\datasets\flickr_soundnet\Data\3\16347058627.jpg
D:\datasets\flickr_soundnet\Data\3\16360041714.wav,D:\datasets\flickr_soundnet\Data\3\16360041714.jpg
D:\datasets\flickr_soundnet\Data\3\16431408280.wav,D:\datasets\flickr_soundnet\Data\3\16431408280.jpg
D:\datasets\flickr_soundnet\Data\3\16595147835.wav,D:\datasets\flickr_soundnet\Data\3\16595147835.jpg
D:\datasets\flickr_soundnet\Data\3\16662733930.wav,D:\datasets\flickr_soundnet\Data\3\16662733930.jpg
D:\datasets\flickr_soundnet\Data\3\16665911245.wav,D:\datasets\flickr_soundnet\Data\3\16665911245.jpg
D:\datasets\flickr_soundnet\Data\3\16710514498.wav,D:\datasets\flickr_soundnet\Data\3\16710514498.jpg
